text,contest
Now that we ate the cheese I kinda don't see the point.,668
Remind me again how this will prevent us from getting Alzheimer’s.,668
Who writes these instructions...cats?,668
Apparently he expects us to do his entire science project for a piece of cheese.,668
Well this is just great honey.  The directions are written in gerbil.,668
Let’s try thinking inside the box.,668
We're in the control group.  The experimental group doesn't get the instructions,668
Let's just go to live in the box it came in.,668
To heck with this. Let’s go poop in their sock drawer again.,668
I dunno. This feels like a trap.,668
Those Swedish mice think they are so clever,668
"Its mostly hallways and dead ends, but its affordable.",668
"Yes, yes, I mythed you too.",669
"Sorry Puff, but the magic is gone.",669
Give me a minute while I slip into something a little less flammable.,669
I’m sorry. I’ve been burned too many times.,669
"Well, if you must know, I'm in the middle of a one knight stand""",669
I'll be honest with you. It's your breath.,669
"...look, I know that cough was an accident, but they were my parents..",669
Well you don't look anything like your picture either!,669
"No... I said slay the knight, not stay the night!",669
"Look, damsels say all sorts of things in distress.",669
"I told you, Puff, the magic's gone.",669
Honey! Your mother's here!,669
"Well, if it isn’t my old flame.",669
"If Mother asks,you're a Jewish doctor under a spell.",669
"Oh sure. Now that Game of Thrones is over and you're out of work,
you come crawling back.",669
He went right from crawling to stand-up!,670
"Thanks, you've been a great audience, I'll be awake all night.",670
My next guests I have known my entire life.,670
"Look, honey! He skipped crawling and went straight to stand-up!",670
"I'd like to start off by saying—thanks for having me, folks!",670
"America, are you ready for a change?  I know I am",670
Let's have a hand for the folks who made this all possible.,670
"Thank you, thank you.  Don't miss my next show, at 2 AM.",670
... and also big thanks to those tuning in on the baby monitor.,670
My next number will be a Number Two.,670
"Thank you! I’ll be back at 1am, 3am, and 5am!",670
He's the only candidate actually calling for a change,670
I love his bedtime routine.,670
"'Thanks, you're a great audience and I'll be here all week and at least until my mid-thirties.""",670
Look!  He's speaking without crib notes!,670
He went from crawling to stand-up overnight!,670
He's got a million listeners and an eight-word vocabulary. FOX News is offering his own series.,670
Now we just need to neglect him so he'll have lots of material.,670
I'd like to thank my producers...,670
"Armstrong? No, though I do get mistaken for Lance a lot.",671
It’s the swimming portion that I am most concerned with.,671
I think you misunderstood 'ironman competition'.,671
"Whew, I'm a lot rustier than I thought.",671
"It started as a crusade, now it's just a commute.",671
I always said I'd take up cycling when I hit the middle ages.,671
"I said, '""Wear your Under Armour.""",671
You won't believe how many people want to shoot the messenger.,671
"Costume party?  No, substitute teacher, seventh grade.",671
It’s just until I can afford health insurance.,671
Anyone wearing spandex shouldn’t judge anyone’s else’s fashion choices.,671
"It's your first Ironman, right?",671
It’s honestly more comfortable than the seat.”,671
Well the helmet would look stupid without the rest of it.,671
"It started with wearing a helmet like everyone else. Then I scraped my knee, so I started wearing knee pads, then it sort of snowballed",671
First time biking in New York City?,671
It even comes with knight vision.,671
Water bottle? No that's WD-40.,671
Stay clear of magnet schools.,671
Someone came to school with humans. Now we’ve all got them.,672
It didn’t really bother me until they discovered fire.,672
"As a previous partner, I thought I’d let you know.",672
"Ice didn't work, so I'm trying acupuncture.",672
"Don't get too close, I have sapiens.",672
The doctor says they’ll be gone in a few million years.,672
Watch what happens when I sneeze.,672
"So instead of spraying, you waited and they just killed each other?",672
We never had this problem with the gatherers.,672
"My doctor said if you don’t get rid of them, they evolve into something much worse.",672
It's hard to believe we'll go extinct before these idiots.,672
"I was skeptical too, but my lumbar pain? Almost gone.",672
This is priceless. They're arguing over who actually captured me.,672
"It's not the heat, it's the humanity.",672
"The bad news is, I got humans. The good news is, they tend to get rid of themselves.",672
They're just humans. How much harm could they possibly do?,672
"Sometimes I yell ‘Oh, you got me!’ just to boost their spirits.",672
"I need your help getting some people off my back.""",672
The doctor calls it mandruff.,672
These little pricks are getting on my nerves,672
"Lie down in caves, get up with cave men.",672
"You should get tested, too.",672
"Let me get this straight... 
WE die out and THEY end up ruling the world?",672
They said they'd paint a picture of me on the cave wall if I gave them a ride.,672
This human problem has reached mammoth proportions.,672
Can you believe I caught another case of nit-wits?,672
My doctor says only call if they develop fire.,672
I picked up seven - I wasn't sure how many the recipe called for.,672
They are driving me to the brink of extinction.,672
Looks like I got hominids again. God I hate summer.,672
Dinner's on me.,672
The planet is infested with them!,672
"Ooooh, look at me. I've been captured!",672
I feel like I'm carrying around a lot of aggression.,672
I take this myself.  There is one side effect I should mention.,673
I'm sure it works. I was involved in the original research.,673
These should help with the hallucinations.,673
Don't worry. I wouldn't prescribe anything I haven't tested on myself.,673
"No, I said I was a rodent scholar.",673
I started in the lab and then went to medical school.,673
"Bring this up to the receptionist. You'll go down the hall and take a right, then another right, then a left, then a right again...",673
We take Blue Cross or Blue Cheese.,673
You came to the right place. I DO give a rat's ass about your problem.,673
Why do you keep asking about side effects?,673
My father dragged slices of pizza down the subway stairs to put me through medical school.,673
"Rest assured, I was first in my maze.",673
I suggest more exercise.  Do you have a wheel at home?,673
Stop the medication right away if your cats take sudden interest in you.,673
Most of us go into research,673
"No pressure, but a lot of my best friends died so you could take this drug.",673
"Don't worry, I've never prescribed anything I haven't tested on myself.",673
"Of course there are no side effects, I take it myself.",673
Full disclosure: I participated in the clinical trials.,673
"My conditioner said it would give me extra body, but I didn't expect it to be yours.",674
I 'm gonna wash that man right out of my hair.,674
Ok you can go down one more time but then you have to save me,674
"It was a bob cut when you said, ‘I’ll be right back!’",674
"If you can get up here, I'm hoping you'll take a look at the shower drain.",674
"What part of ""Get out of my hair"" don't you understand?",674
"If I had wanted you to come up, I would have braided my hair.",674
"I admit it’s no beanstalk, but then again, you’re no Jack.",674
"For god's sake Dave, you're 35, just use the stairs.""",674
Gonna wash that man right outta my hair!,674
It only grows each time Trump tells a lie.,674
Another suitor fails his tress test.,674
Let's let him keep your ball.,675
"So, this is fine but you're scared of the vacuum cleaner?",675
"Well, if you haven't pooped, I have.",675
"It doesn't matter that you peed on it first, it's not your rock anymore.",675
So suddenly mister bark at everything has nothing to say.,675
"Before the last election, this would have scared the bejeezus out of us, Quentin.",675
Maybe just let him keep your stick.,675
Maybe don't sniff this one.,675
"You're totally thinking you could outrun me, aren't you?",675
This. This is why we don't chase down every smell.,675
Wag your tail so it doesn't feel threatened.,675
"Kinda puts going to the vet in perspective, doesn't it?",675
That's what happens to dogs who drink from the toilet,675
"Well just don't stand there. Ask yourself, 'what would Lassie do?'",675
There. That's what you've been barking at. Happy?,675
Now we’ve BOTH urinated. Let’s go home.,675
"No, I think his bite is probably worse than his bark.",675
I don't care if she's in heat. No.,675
"You know we could've had eggs for life, right?",676
"Like I said yesterday, it's almost done.",676
It’s not a grill problem; it’s a chicken problem.,676
I don't tell you how to gather.,676
Cook time is 15 minutes per pound - Go ahead and plant the potatoes!,676
A simple 'Thank you for inventing fire' would be nice.,676
Of course it's rare - it's almost extinct.,676
It took one million years to discover fire. You can wait another five minutes.,676
"I’d invite the neighbors for dinner, but our dinner ate the neighbors.",676
It's the last time I let your father shop at Costco.,676
Of course it's paleo.,676
I'm more curious about where you found the spatula and grill.,676
Well... it's pterodactyl. Tastes like chicken.,676
"Quit your complaining, when I was a kid we didnt even have fire.",676
"Eat it raw?  What are we, neanderthals?",676
We can put the leftovers in the glacier,676
You should see the breasts,676
Rare? It is nearly extinct.,676
The leftover salmon. Into my dish. You will remember nothing.,677
Must....return....new....puppy...,677
"Remember all the times I ran into the wall chasing that red dot? Who's laughing now, Gary?",677
Now it is I who will post videos of you on the internet.,677
For 13 years Fred inexplicably woke up with fingertips that smelled like tuna.,677
Having nine lives: awesome. Controlling one human: priceless.,677
The ahi. Not the canned.,677
"When you wake, you won't miss the dog, the new kitten, or the liver pate.",677
Why we never heard much about Pavlov's cat.,677
Your fish is my command.,677
"Whenever I am in the kitchen, it's time to feed the cat.  Whenever I am in the kitchen, it's time...",677
"You will not vote for someone who ""grabs em' by the pussy.",677
"Repeat after me, I will never again dress my cat for Halloween.",677
"That's right: just open the fridge, put the tuna salad on the floor and walk away.",677
"You will obey my every whim. Oh wait, you already do.",677
"Excellent. Now get the dog, get in the car, and drive it back to the shelter.",677
When you awake you will forget you have fed me.,677
Schroedinger's cat liked to keep Keith awake and asleep at the same time.,677
Catatonic State,677
My left or your left?,678
I always knew we'd wind up together.,678
"Oh dear, that's my wife!  Act casual.",678
"If this shows up in National Geographic, we'll never hear the end of it.",678
"Please wag your tail, so I know which one is me.",678
You’re sure you saw this in the Kama Sutra?,678
"This is why I’m not a hugger, Gerald.",678
"Well, we're screwed.",678
"You got it backwards.  It's righty tighty, lefty loosey.",678
"I'm looking for love, not entanglement""",678
"The lions are just laughing. That's good, right?",678
counter clockwise on three.,678
"You and your ""lets try new positions"".",678
Well...so much for necking.,678
5 o’clock...time to unwind!,678
"Okay, the next time a bee flies around us I say we leave it alone...",678
Is the salmon fresh?,679
"So, I take it the salmon is wild-caught?",679
Thanks for checking on the salmon. How's the lamb?,679
"I was pretty sure I  said  ""a cold beer"".",679
"Okay,  since you’ve gone to the trouble , I’ll have the fresh-caught salmon!",679
Well don't put it on the menu if you can't catch one.,679
Is it too late to cancel the salmon?,679
"Okay, I'll just have the farm-raised then.",679
I said I wanted a wheat beer not a wet bear!,679
I assume the salmon is the catch of the day?,679
River to table?,679
"Well, if you can't get the salmon, how about the trout?",679
"I asked to see who cooked it, not who caught it.",679
I’ll have the wild-caught salmon. Or what’s left of it.,679
"Mobster, Larry. The invitation said to dress like a mobster.",680
You pinch me one more time and your going to find yourself in hot water.,680
Do that again and I'll put the rubber bands back on.,680
I can’t believe you wore shorts. EVERYONE was staring.,680
"When you said on the phone "" I'm Claude""  , I assumed it was your name.",680
You need to stop introducing yourself as my Maine squeeze.,680
It's not the claws. It's the screaming every time you get in the hot tub.,680
She comes to a party with a wooden mallet and a pick.  Don't tell me she didn't have her eyes on you the whole night!,680
"Oh, I’M crabby?",680
"I figured ""must love shellfish""  was coded language for ""not Jewish.""",680
I thought you said selfish.,680
I thought you said your relatives were mobsters,680
Let’s just skip the foreplay.,680
You deserve butter.,680
Yeah. Like you’re such a great catch.,680
"How would you like always being introduced as ""the turf""?",680
The worst part is - my last boyfriend's hands were clammy!,680
How did you even manage to swipe right?,680
Why would you think that’s what I meant by “grow a pair”?,680
It's just that I could use a hand every once and a while.,680
"With you, it's always one step forward, two steps sideways.",680
"If you pinch me one more time,  I'm putting the rubber bands back on.",680
I just think having all of your profile pictures be headshots was misleading.,680
"The nerve, kicking us out! The sign clearly says they serve seafood!",680
I don't mind autumn so much; it's the fall I hate.,681
Congratulations. You're now the branch manager.,681
Deciduous? When were you going to tell me,681
I'll wait for you on the car.,681
"I've led a good life, but now it's time to meet my raker.",681
You said we’d BOTH go on three!,681
It’s not you. It’s November.,681
"As usual, you're never ready when it's time to leave.",681
Seems to me you have problems letting go.,681
Give me a call when you get to the ground. We'll do mulch.,681
Here's hoping a leaf blower is what I think it is.,681
"On the bright side, we lasted longer than any member of the current administration!",681
Sorry to leave you hanging.,681
Aim for the Johnson's yard -- they don't rake.,681
I heard our branch was letting everyone go but didn't want to believe it.,681
I don't think you're grasping the gravity of the situation.,681
Fall! Now I get it!,681
I’m worried I’ll find you lying in a gutter somewhere.,681
I told you it was a seasonal position,681
"Whatever happens, at least we're not nuts.",681
That's why we're called leaves; it's what we do.,681
"I don't want to move to Florida, you said. I'd miss the changing of the seasons, you said.",681
Kermit was wrong...it was easier being green,681
Nature calls! Gotta go!,681
”Don’t be sad. We’ll be buds again in the Spring.,681
We’ll always have summer.,681
They must have made a fortune from the wheel.,682
"We are going to go with Noah, but thanks.",682
I guarantee he brings up the whole discovering fire thing within the first five minutes.,682
"What'd you expect?  She hunts-gathers, too , and they have no kids.",682
Of course it’s pretentious- didn’t you see the rock he gave her?,682
"Four-story brownstones? It'll never catch on, not in a million years.",682
"This makes our place look like a cave.""",682
If you stopped drawing on the walls and got a real job maybe we could live here too.,682
They’re from prehistoric money,682
Of course you know that wheel was really her idea.,682
Ever since the Babels moved into that new apartment it’s like they’re speaking an entirely different language.,682
After dinner they want to go out clubbing.,682
I bet she can’t wait to brag about her new granite countertops.,682
Only your parents would find a way to visit before the invention of stairs.,682
We'll come back when stairs have been invented.,682
It's only a matter of time before some Neanderthal decides to name one after himself.,682
Congratulations... you got the Trump sign removed!,682
"(whispering) Oh, god! A four-story walk up. Just wave and look busy.",682
I  remember when they were just cliff dwellers.,682
"Publicly, we're still saying there are no side effects.",683
You all remember Phil — we used to hang out under his bed.,683
This is a good point to stop the meeting; I see that lunch has arrived.,683
"Suddenly,  Jeff realized he should have posted his resume on other sites besides monster.com",683
Dr. Smith here will explain what went wrong with the clinical trial.,683
"Do we need to discuss diversity, or are we good?",683
"Good, Human Resources is here.",683
Apparently we’re the only people willing to work in the White House during Trump’s second term.,683
He’s an attorney. Of course he’s cold-blooded.,683
"He brings a fresh perspective, and frankly, we need his opposable thumbs.",683
"Love your Halloween costume, Ed.
Creepy. Take a seat.",683
Let’s open with the pronouns each of us feel comfortable with,683
"Everyone I would like you to meet Andy, our diversity hire.",683
"Mr. Morris is here to discuss why there's a problem with the facial identification software.""",683
"I know you're skeptical, but he claims he can cure our reptile dysfunction.",683
Didn't we order Chinese?,683
Welcome Bob to the team. He'll be with us until about lunchtime.,683
The ambassador from earth says they will not try to colonize Mars if we provide dirt on Joe Biden.,683
Don't you guys remember Timmy?  We all used to hide under his bed.,683
"Obviously, half of you received a placebo.",683
"Now let's not make the same mistake we did last week.  This is our waiter.  He's not our lunch, he gets our lunch",683
So the board still has no women?,683
Take it easy now. We all looked like that on our first day.,683
"You know what they say, if you aren’t at the table, you’re on the menu.",683
Mr. Reilly will serve as the face of our Company.,683
He was a rescue.,683
"Now today team, Zogg has brought along his emotional support human.",683
"All those in favor, raise something.",683
"He may not look scary, but his kind is responsible for the destruction of a whole planet.",683
Looks like someone forgot that it was casual Friday.,683
I'd like to introduce one of our human resources,683
"So it's agreed, the bathrooms will be species neutral.",683
Stay calm. I think it just wants to be squeezed.,684
"Honey, behind you.",684
The waffle shirts were a bad idea.,684
"My survival instinct is telling me to play dead, but my OCD says wipe the spout.",684
Now do you believe me about the chocolate moose?,684
Anyone find a little yellow cap?,684
Forget what they said. Run! He's slower than molasses.,684
Don’t worry. Honey doesn’t go bad.,684
There must be a Costco nearby.,684
"Careful, these guys can be viscous.",684
"Uh-oh, Drizzly Bear.",684
I think the situation is about to get sticky.,684
Now I know we ate the wrong mushrooms.,684
"Oh sure, when a MAN does it, suddenly it’s such a big deal!",685
I don't know how to tell him it's not his.,685
At least the hard part's over.,685
Arthur's third wish was for a 'young chick.',685
It's for our retirement.  Harold always takes things so literally.,685
But will he lift a finger after it hatches?,685
Turns out it wasn’t a kidney stone after all.,685
"To be honest, I don’t remember which one came first",685
I’d leave him if he weren’t such a good lay.,685
"We say that whatever it is we're going to love it, as long as it's healthy and doesn't try to eat us.",685
"I didn’t know he had it in him, either.",685
"We like ""Humpty"", if it is a boy.",685
"Costco, where else?",685
You're so lucky. I can't even get my husband to water the plants.,685
I should've asked for specifics when he said he had a nest egg.,685
I thought you were empty nesters.,685
I don't mind him sitting on it.  It's the clucking that annoys me.,685
These are the things that no one tells you about before you marry an ornithologist.,685
His left one has already been removed..,685
"On the bright side, he’s cage free.",685
Did Jim always wear glasses?,685
Don’t ask why. Ask how.,685
It prints out his tweets. All the new uniforms have them.,686
You can't imagine what it's like to have someone stare at your chest and never look you in the eye.,686
"And this, I’m proudest of: a list of all the names the President has called me.",686
After the budget cuts we only get a list of the medals,686
I was stationed at CVS during the War on Drugs.,686
"That, madam, is the price of freedom.",686
"I got the blue one in Kosovo, and the long white one at Costco",686
It’s the Paper Heart for bureaucratic valor.,686
Oh this? It’s a list of all the bosses I’ve had since Trump became President.,686
"Wait, if my grocery list is here, I must have left the nuclear codes in my cart.",686
"Hopefully soon, China will start making our medals again.",686
"Yes, it's a receipt.  I'm General Store.",686
I was in the merchant marines.,686
"Everybody has a price, but not everybody offers a detailed invoice.",686
This is a list of things I can’t comment on.,686
Live tweets. He likes your dress.,686
We think it's always important to have a paper trail.,686
I print out the Commander-In-Chief's tweets on toilet paper so I can properly deploy them.,686
He’s lucky I didn’t rear end him.,687
"If chivalry is dead, then why am I still holding the door?",687
A Citation? Is it for bravery?,687
I have slayed the wagon.,687
I only glanced down at my phone for a second.,687
"In my defense, I spotted the parking place first.",687
A ticket?  Surely you joust.,687
I believe it was a Charger or possibly a Lancer ...,687
Couldn't find a dragon so I slew an Impala.,687
Your perps are in a three door sedan.,687
"Verily, twas I, tilting in my lane, when yon jackass opened his door.",687
"Veni, Vidi, Vici, Volvo",687
"It's Quixote, with an X.",687
I saw the Trump 2020 sticker and just went medieval on him.,687
"On the contrary sir, methinks my opponent did not yield.",687
"It got away, but it's wounded.",687
Do I look like someone who has a license and registration?,687
I left a note on the windshield.,687
"Master of misdirection, Sir Lancelot was confident the Officer wouldn't notice the tablecloth he had stolen from an Italian Restaurant",687
I can't help it if that guy has poor knight vision!,687
Going up?,689
"Sir, I believe the announcement was actually 'prepare for lunch.'",689
"Go ahead, it's just one small step.",689
Shall I call you a shuttle?,689
This is Trump Tower—we are all going down.,689
"Sir, I have a feeling you’re at the wrong Kennedy center...",689
"I can only get you to the penthouse. After that, you’re on your own.",689
Can I assume you’re going to the launch party?,689
"Yeah sure. 10, 9, 8, 7...",689
I know you’re in there Mrs. Nusbaum and I still expect my Christmas bonus.,689
"Look buddy, small step, giant leap, either way - it's the 5th floor.",689
Well maybe she misunderstood when you said you needed space.,689
The Apollo? It’s two blocks down on the right.,689
"If you're searching for intelligent life, try another building.",689
"And please stop calling me ""Houston.""",689
A Russian gentleman went up before you.,689
"I heard the food and service was great, but the place has no atmosphere.",689
"Watch the small step, sir.",689
"Yes, I guess they do say, ""Dress for the job you want, not the job you have.""",689
Let me guess......up?,689
"Once again, we have touched down safely, Sir.",689
"Lift Off"" just means that the elevator is out of service.",689
See? Now they ALL want scarves.,689
…because no one is paying any attention to our northern border.,689
"Why yes, I did accidentally back over our snowman. Why do you ask?",689
Invite them in if you want to get rid of them.,689
I listed our freezer on Airbnb.,689
"Don't worry, they're armless.",689
"Honey, I haven't seen this many fat white men in one place since the inauguration.",689
"I believe the correct term is ""snowpeople"".",689
Don't mind them. They've just never seen a black guy in a New Yorker cartoon before.,689
Honey I found it. A group of snowmen is called a squall.,689
To be fair honey they did say they'd be back again someday.,689
"and then I said, ' you and what army, snowflake?'.",689
Not exactly the twenty-four carats I was hoping for.,689
Do as I say. Walk slowly to the bathroom and grab a hair dryer.,689
That does it. I'm calling ICE.,689
How long have the kids been outside?,689
Looks like the scarf was a hit!,689
"Well, you're just going to have to knit faster.",689
This article says that global warming will create an unprecedented refugee crises.,689
"I warned you, Myra, knit a hat and scarf for one and they'd ALL want them.",689
It's the winter of their discontent.,689
The last time we let them in the basement flooded.,689
And they say we don't need a border wall with Canada.,689
How many times did you ask Alexa 'do you want to build a snowman?',689
"First day on Wall Street, sir?",690
"Why yes, I always do dress to kill.",690
Now that’s what I call a dinner jacket.,690
I'll take this and the granny dress.,690
Perfect! I'm surprising someone for dinner.,690
"This is more practical for work, but the Zebra is just so fun.",690
I don't know. Do you think it makes my teeth look big?,690
"Dress for the meal you want, not the one you have.",690
It’s so ewe!,690
Would you like to try on a different metaphor?,690
It's from our new White House collection.,690
This should get me through the primaries.,690
Why bother?  The sheep will still vote for me even if I eat one on Fifth Avenue.,690
"I want something that says, 'I'm approachable.'",690
Could you pull the wool over my eyes?,690
"Should I check, “exceeded expectations?”",691
Let’s just give him the damn cheese.,691
"Hmmmmm, we didn’t count on his thinking above the box.",691
'What's more impressive is he's already filed the patent.',691
"Oddly, this one got the placebo.",691
"He doesn't just find the cheese, he offers same-day delivery.",691
He also submitted a resume for your job.,691
It appears that his 'fight or flight' response has evolved.,691
Maybe we should start with a smaller dose.,691
I hurt his feelings last week when I told him this wasn't rocket science.,691
We're going to need another grant,691
Rat maze navigation trial 14: Animal failed to follow simple instructions.,691
Do you suppose they’ve been toying with us all these years?,691
I'll bet HE could build a better mousetrap.,691
"He calls it a ""Rat Pack""",691
She’s smart. Looks like we’ll need the glass ceiling.,691
"Yes, that's cool.  But it's not statistically significant.",691
"He flies and poops everywhere. Essentially, we've created a pigeon.",691
He also left us a tiny note with suggested revisions to our experimental design.,691
Now he's just showing off. He doesn't even like Swiss.,691
"No, I said I'd marry you when pigs fly.",691
I'm going with 'Above Average'.,691
It appears that someone has been using old copies of Popular Mechanics to line the cages.,691
Should we call the Pentagon or Disney?,691
Meanwhile the guy with the MAGA hat in the human-size maze is still bumping into the first wall.,691
...I think we should probably go check on the dolphins.,691
"Actually, the really smart ones just stay in their cages and use drones to get the cheese.",691
It's just a pilot study.,691
"The ""Failed to navigate the maze"" checkbox doesn't seem adequate.",691
He got his own funding.,691
Is this the batch we got from MIT?,691
...I’m more impressed that he thought to make a helmet,691
We call him Elon Mousk.,691
"What's really impressive, his degree is Art History.",691
"Unfortunately, the drug is supposed to treat erectile disfunction.",691
"Well, he's certainly thinking outside the box.",691
